btc,Date,btcopen,eth,ethopen,ada,adaopen,bnb,bnbopen,doge,dogeopen,aave,aaveopen,ltc,ltcopen,link,linkopen,ethbtc,linkbtc
BTC,2021-02-18 23:59:59,52140.97271656,ETH,1848.20628229,ADA,0.89086938,BNB,165.01883030000002,DOGE,0.04936332,AAVE,449.05388169,LTC,236.94925508,LINK,32.25243958,btc/eth,link/btc
BTC,2021-02-19 23:59:59,51675.98128513,ETH,1938.85988089,ADA,0.91425634,BNB,195.98785607,DOGE,0.05943402,AAVE,440.50128142,LTC,226.89929294,LINK,32.45512293,btc/eth,link/btc
BTC,2021-02-20 23:59:59,55887.33571358,ETH,1959.90297711,ADA,0.92746157,BNB,332.91844188,DOGE,0.05513205,AAVE,421.83145004,LTC,236.65491307,LINK,34.71128017,btc/eth,link/btc
BTC,2021-02-21 23:59:59,56068.56824551,ETH,1918.67314966,ADA,1.12158374,BNB,254.53927959,DOGE,0.05436871,AAVE,441.28209910000004,LTC,227.51961895,LINK,34.07320735,btc/eth,link/btc
BTC,2021-02-22 23:59:59,57532.73886407,ETH,1935.55785359,ADA,1.10040584,BNB,294.61236996,DOGE,0.05604415,AAVE,435.87840115,LTC,227.22382342,LINK,34.15009682,btc/eth,link/btc
BTC,2021-02-23 23:59:59,54204.92975578,ETH,1781.40901762,ADA,1.09876906,BNB,267.3644247,DOGE,0.05369844,AAVE,400.78497558,LTC,208.12340694,LINK,31.52287277,btc/eth,link/btc
BTC,2021-02-24 23:59:59,48835.08766112,ETH,1571.47649661,ADA,0.95495804,BNB,231.12160429,DOGE,0.04741442,AAVE,360.21098531,LTC,176.96676884,LINK,25.82765104,btc/eth,link/btc
BTC,2021-02-25 23:59:59,49709.08242476,ETH,1625.39388181,ADA,1.05134901,BNB,254.46760565,DOGE,0.056614599999999994,AAVE,367.21921716,LTC,181.38542235,LINK,28.07337312,btc/eth,link/btc
BTC,2021-02-26 23:59:59,47180.4640539,ETH,1478.6532703,ADA,1.08082827,BNB,235.27028703,DOGE,0.0501381,AAVE,338.27717556,LTC,179.12851877,LINK,24.73423052,btc/eth,link/btc
BTC,2021-02-27 23:59:59,46344.77223734,ETH,1446.92945497,ADA,1.24214526,BNB,221.98090485,DOGE,0.05049989,AAVE,323.37611629,LTC,170.43142308,LINK,25.19774589,btc/eth,link/btc
